time,mA,pA,mB,pB
4.69,0.49785,0.50525,0.49785,0.50525
4.691,0.49785,0.50525,0.49785,0.50525
4.692,0.49785,0.50524,0.49785,0.50524
4.693,0.49786,0.50523,0.49786,0.50523
4.694,0.49786,0.50522,0.49786,0.50522
4.695,0.49786,0.50522,0.49786,0.50522
4.696,0.49787,0.50521,0.49787,0.50521
4.697,0.49787,0.5052,0.49787,0.5052
4.698,0.49787,0.5052,0.49787,0.5052
4.699,0.49788,0.50519,0.49788,0.50519
4.7,0.49788,0.50518,0.49788,0.50518
4.701,0.49788,0.50517,0.49788,0.50517
4.702,0.49789,0.50517,0.49789,0.50517
4.703,0.49789,0.50516,0.49789,0.50516
4.704,0.49789,0.50515,0.49789,0.50515
4.705,0.4979,0.50514,0.4979,0.50514
4.706,0.4979,0.50514,0.4979,0.50514
4.707,0.4979,0.50513,0.4979,0.50513
4.708,0.49791,0.50512,0.49791,0.50512
4.709,0.49791,0.50512,0.49791,0.50512
4.71,0.49791,0.50511,0.49791,0.50511
4.711,0.49791,0.5051,0.49791,0.5051
4.712,0.49792,0.50509,0.49792,0.50509
4.713,0.49792,0.50509,0.49792,0.50509
4.714,0.49792,0.50508,0.49792,0.50508
4.715,0.49793,0.50507,0.49793,0.50507
4.716,0.49793,0.50506,0.49793,0.50506
4.717,0.49793,0.50506,0.49793,0.50506
4.718,0.49794,0.50505,0.49794,0.50505
4.719,0.49794,0.50504,0.49794,0.50504
4.72,0.49794,0.50504,0.49794,0.50504
4.721,0.49795,0.50503,0.49795,0.50503
4.722,0.49795,0.50502,0.49795,0.50502
4.723,0.49795,0.50501,0.49795,0.50501
4.724,0.49795,0.50501,0.49795,0.50501
4.725,0.49796,0.505,0.49796,0.505
4.726,0.49796,0.50499,0.49796,0.50499
4.727,0.49796,0.50499,0.49796,0.50499
4.728,0.49797,0.50498,0.49797,0.50498
4.729,0.49797,0.50497,0.49797,0.50497
4.73,0.49797,0.50497,0.49797,0.50497
4.731,0.49798,0.50496,0.49798,0.50496
4.732,0.49798,0.50495,0.49798,0.50495
4.733,0.49798,0.50494,0.49798,0.50494
4.734,0.49798,0.50494,0.49798,0.50494
4.735,0.49799,0.50493,0.49799,0.50493
4.736,0.49799,0.50492,0.49799,0.50492
4.737,0.49799,0.50492,0.49799,0.50492
4.738,0.498,0.50491,0.498,0.50491
4.739,0.498,0.5049,0.498,0.5049
4.74,0.498,0.5049,0.498,0.5049
4.741,0.49801,0.50489,0.49801,0.50489
4.742,0.49801,0.50488,0.49801,0.50488
4.743,0.49801,0.50487,0.49801,0.50487
4.744,0.49801,0.50487,0.49801,0.50487
4.745,0.49802,0.50486,0.49802,0.50486
4.746,0.49802,0.50485,0.49802,0.50485
4.747,0.49802,0.50485,0.49802,0.50485
4.748,0.49803,0.50484,0.49803,0.50484
4.749,0.49803,0.50483,0.49803,0.50483
4.75,0.49803,0.50483,0.49803,0.50483
4.751,0.49803,0.50482,0.49803,0.50482
4.752,0.49804,0.50481,0.49804,0.50481
4.753,0.49804,0.50481,0.49804,0.50481
4.754,0.49804,0.5048,0.49804,0.5048
4.755,0.49805,0.50479,0.49805,0.50479
4.756,0.49805,0.50479,0.49805,0.50479
4.757,0.49805,0.50478,0.49805,0.50478
4.758,0.49805,0.50477,0.49805,0.50477
4.759,0.49806,0.50477,0.49806,0.50477
4.76,0.49806,0.50476,0.49806,0.50476
4.761,0.49806,0.50475,0.49806,0.50475
4.762,0.49807,0.50475,0.49807,0.50475
4.763,0.49807,0.50474,0.49807,0.50474
4.764,0.49807,0.50473,0.49807,0.50473
4.765,0.49807,0.50473,0.49807,0.50473
4.766,0.49808,0.50472,0.49808,0.50472
4.767,0.49808,0.50471,0.49808,0.50471
4.768,0.49808,0.50471,0.49808,0.50471
4.769,0.49809,0.5047,0.49809,0.5047
4.77,0.49809,0.50469,0.49809,0.50469
4.771,0.49809,0.50469,0.49809,0.50469
4.772,0.49809,0.50468,0.49809,0.50468
4.773,0.4981,0.50467,0.4981,0.50467
4.774,0.4981,0.50467,0.4981,0.50467
4.775,0.4981,0.50466,0.4981,0.50466
4.776,0.49811,0.50465,0.49811,0.50465
4.777,0.49811,0.50465,0.49811,0.50465
4.778,0.49811,0.50464,0.49811,0.50464
4.779,0.49811,0.50463,0.49811,0.50463
4.78,0.49812,0.50463,0.49812,0.50463
4.781,0.49812,0.50462,0.49812,0.50462
4.782,0.49812,0.50461,0.49812,0.50461
4.783,0.49812,0.50461,0.49812,0.50461
4.784,0.49813,0.5046,0.49813,0.5046
4.785,0.49813,0.50459,0.49813,0.50459
4.786,0.49813,0.50459,0.49813,0.50459
4.787,0.49814,0.50458,0.49814,0.50458
4.788,0.49814,0.50457,0.49814,0.50457
4.789,0.49814,0.50457,0.49814,0.50457
4.79,0.49814,0.50456,0.49814,0.50456
4.791,0.49815,0.50455,0.49815,0.50455
4.792,0.49815,0.50455,0.49815,0.50455
4.793,0.49815,0.50454,0.49815,0.50454
4.794,0.49815,0.50454,0.49815,0.50454
4.795,0.49816,0.50453,0.49816,0.50453
4.796,0.49816,0.50452,0.49816,0.50452
4.797,0.49816,0.50452,0.49816,0.50452
4.798,0.49816,0.50451,0.49816,0.50451
4.799,0.49817,0.5045,0.49817,0.5045
4.8,0.49817,0.5045,0.49817,0.5045
4.801,0.49817,0.50449,0.49817,0.50449
4.802,0.49818,0.50448,0.49818,0.50448
4.803,0.49818,0.50448,0.49818,0.50448
4.804,0.49818,0.50447,0.49818,0.50447
4.805,0.49818,0.50447,0.49818,0.50447
4.806,0.49819,0.50446,0.49819,0.50446
4.807,0.49819,0.50445,0.49819,0.50445
4.808,0.49819,0.50445,0.49819,0.50445
4.809,0.49819,0.50444,0.49819,0.50444
4.81,0.4982,0.50443,0.4982,0.50443
4.811,0.4982,0.50443,0.4982,0.50443
4.812,0.4982,0.50442,0.4982,0.50442
4.813,0.4982,0.50442,0.4982,0.50442
4.814,0.49821,0.50441,0.49821,0.50441
4.815,0.49821,0.5044,0.49821,0.5044
4.816,0.49821,0.5044,0.49821,0.5044
4.817,0.49821,0.50439,0.49821,0.50439
4.818,0.49822,0.50438,0.49822,0.50438
4.819,0.49822,0.50438,0.49822,0.50438
4.82,0.49822,0.50437,0.49822,0.50437
4.821,0.49822,0.50437,0.49822,0.50437
4.822,0.49823,0.50436,0.49823,0.50436
4.823,0.49823,0.50435,0.49823,0.50435
4.824,0.49823,0.50435,0.49823,0.50435
4.825,0.49823,0.50434,0.49823,0.50434
4.826,0.49824,0.50433,0.49824,0.50433
4.827,0.49824,0.50433,0.49824,0.50433
4.828,0.49824,0.50432,0.49824,0.50432
4.829,0.49824,0.50432,0.49824,0.50432
4.83,0.49825,0.50431,0.49825,0.50431
4.831,0.49825,0.5043,0.49825,0.5043
4.832,0.49825,0.5043,0.49825,0.5043
4.833,0.49825,0.50429,0.49825,0.50429
4.834,0.49826,0.50429,0.49826,0.50429
4.835,0.49826,0.50428,0.49826,0.50428
4.836,0.49826,0.50427,0.49826,0.50427
4.837,0.49826,0.50427,0.49826,0.50427
4.838,0.49827,0.50426,0.49827,0.50426
4.839,0.49827,0.50426,0.49827,0.50426
4.84,0.49827,0.50425,0.49827,0.50425
4.841,0.49827,0.50424,0.49827,0.50424
4.842,0.49828,0.50424,0.49828,0.50424
4.843,0.49828,0.50423,0.49828,0.50423
4.844,0.49828,0.50423,0.49828,0.50423
4.845,0.49828,0.50422,0.49828,0.50422
4.846,0.49829,0.50421,0.49829,0.50421
4.847,0.49829,0.50421,0.49829,0.50421
4.848,0.49829,0.5042,0.49829,0.5042
4.849,0.49829,0.5042,0.49829,0.5042
4.85,0.49829,0.50419,0.49829,0.50419
4.851,0.4983,0.50418,0.4983,0.50418
4.852,0.4983,0.50418,0.4983,0.50418
4.853,0.4983,0.50417,0.4983,0.50417
4.854,0.4983,0.50417,0.4983,0.50417
4.855,0.49831,0.50416,0.49831,0.50416
4.856,0.49831,0.50415,0.49831,0.50415
4.857,0.49831,0.50415,0.49831,0.50415
4.858,0.49831,0.50414,0.49831,0.50414
4.859,0.49832,0.50414,0.49832,0.50414
4.86,0.49832,0.50413,0.49832,0.50413
4.861,0.49832,0.50413,0.49832,0.50413
4.862,0.49832,0.50412,0.49832,0.50412
4.863,0.49833,0.50411,0.49833,0.50411
4.864,0.49833,0.50411,0.49833,0.50411
4.865,0.49833,0.5041,0.49833,0.5041
4.866,0.49833,0.5041,0.49833,0.5041
4.867,0.49833,0.50409,0.49833,0.50409
4.868,0.49834,0.50408,0.49834,0.50408
4.869,0.49834,0.50408,0.49834,0.50408
4.87,0.49834,0.50407,0.49834,0.50407
4.871,0.49834,0.50407,0.49834,0.50407
4.872,0.49835,0.50406,0.49835,0.50406
4.873,0.49835,0.50406,0.49835,0.50406
4.874,0.49835,0.50405,0.49835,0.50405
4.875,0.49835,0.50404,0.49835,0.50404
4.876,0.49835,0.50404,0.49835,0.50404
4.877,0.49836,0.50403,0.49836,0.50403
4.878,0.49836,0.50403,0.49836,0.50403
4.879,0.49836,0.50402,0.49836,0.50402
4.88,0.49836,0.50402,0.49836,0.50402
4.881,0.49837,0.50401,0.49837,0.50401
4.882,0.49837,0.50401,0.49837,0.50401
4.883,0.49837,0.504,0.49837,0.504
4.884,0.49837,0.50399,0.49837,0.50399
4.885,0.49837,0.50399,0.49837,0.50399
4.886,0.49838,0.50398,0.49838,0.50398
4.887,0.49838,0.50398,0.49838,0.50398
4.888,0.49838,0.50397,0.49838,0.50397
4.889,0.49838,0.50397,0.49838,0.50397
4.89,0.49839,0.50396,0.49839,0.50396
4.891,0.49839,0.50395,0.49839,0.50395
4.892,0.49839,0.50395,0.49839,0.50395
4.893,0.49839,0.50394,0.49839,0.50394
4.894,0.49839,0.50394,0.49839,0.50394
4.895,0.4984,0.50393,0.4984,0.50393
4.896,0.4984,0.50393,0.4984,0.50393
4.897,0.4984,0.50392,0.4984,0.50392
4.898,0.4984,0.50392,0.4984,0.50392
4.899,0.49841,0.50391,0.49841,0.50391
4.9,0.49841,0.5039,0.49841,0.5039
4.901,0.49841,0.5039,0.49841,0.5039
4.902,0.49841,0.50389,0.49841,0.50389
4.903,0.49841,0.50389,0.49841,0.50389
4.904,0.49842,0.50388,0.49842,0.50388
4.905,0.49842,0.50388,0.49842,0.50388
4.906,0.49842,0.50387,0.49842,0.50387
4.907,0.49842,0.50387,0.49842,0.50387
4.908,0.49842,0.50386,0.49842,0.50386
4.909,0.49843,0.50386,0.49843,0.50386
4.91,0.49843,0.50385,0.49843,0.50385
4.911,0.49843,0.50384,0.49843,0.50384
4.912,0.49843,0.50384,0.49843,0.50384
4.913,0.49843,0.50383,0.49843,0.50383
4.914,0.49844,0.50383,0.49844,0.50383
4.915,0.49844,0.50382,0.49844,0.50382
4.916,0.49844,0.50382,0.49844,0.50382
4.917,0.49844,0.50381,0.49844,0.50381
4.918,0.49845,0.50381,0.49845,0.50381
4.919,0.49845,0.5038,0.49845,0.5038
4.92,0.49845,0.5038,0.49845,0.5038
4.921,0.49845,0.50379,0.49845,0.50379
4.922,0.49845,0.50379,0.49845,0.50379
4.923,0.49846,0.50378,0.49846,0.50378
4.924,0.49846,0.50377,0.49846,0.50377
4.925,0.49846,0.50377,0.49846,0.50377
4.926,0.49846,0.50376,0.49846,0.50376
4.927,0.49846,0.50376,0.49846,0.50376
4.928,0.49847,0.50375,0.49847,0.50375
4.929,0.49847,0.50375,0.49847,0.50375
4.93,0.49847,0.50374,0.49847,0.50374
4.931,0.49847,0.50374,0.49847,0.50374
4.932,0.49847,0.50373,0.49847,0.50373
4.933,0.49848,0.50373,0.49848,0.50373
4.934,0.49848,0.50372,0.49848,0.50372
4.935,0.49848,0.50372,0.49848,0.50372
4.936,0.49848,0.50371,0.49848,0.50371
4.937,0.49848,0.50371,0.49848,0.50371
4.938,0.49849,0.5037,0.49849,0.5037
4.939,0.49849,0.5037,0.49849,0.5037
4.94,0.49849,0.50369,0.49849,0.50369
4.941,0.49849,0.50369,0.49849,0.50369
4.942,0.49849,0.50368,0.49849,0.50368
4.943,0.4985,0.50368,0.4985,0.50368
4.944,0.4985,0.50367,0.4985,0.50367
4.945,0.4985,0.50366,0.4985,0.50366
4.946,0.4985,0.50366,0.4985,0.50366
4.947,0.4985,0.50365,0.4985,0.50365
4.948,0.49851,0.50365,0.49851,0.50365
4.949,0.49851,0.50364,0.49851,0.50364
4.95,0.49851,0.50364,0.49851,0.50364
4.951,0.49851,0.50363,0.49851,0.50363
4.952,0.49851,0.50363,0.49851,0.50363
4.953,0.49851,0.50362,0.49851,0.50362
4.954,0.49852,0.50362,0.49852,0.50362
4.955,0.49852,0.50361,0.49852,0.50361
4.956,0.49852,0.50361,0.49852,0.50361
4.957,0.49852,0.5036,0.49852,0.5036
4.958,0.49852,0.5036,0.49852,0.5036
4.959,0.49853,0.50359,0.49853,0.50359
4.96,0.49853,0.50359,0.49853,0.50359
4.961,0.49853,0.50358,0.49853,0.50358
4.962,0.49853,0.50358,0.49853,0.50358
4.963,0.49853,0.50357,0.49853,0.50357
4.964,0.49854,0.50357,0.49854,0.50357
4.965,0.49854,0.50356,0.49854,0.50356
4.966,0.49854,0.50356,0.49854,0.50356
4.967,0.49854,0.50355,0.49854,0.50355
4.968,0.49854,0.50355,0.49854,0.50355
4.969,0.49854,0.50354,0.49854,0.50354
4.97,0.49855,0.50354,0.49855,0.50354
4.971,0.49855,0.50353,0.49855,0.50353
4.972,0.49855,0.50353,0.49855,0.50353
4.973,0.49855,0.50352,0.49855,0.50352
4.974,0.49855,0.50352,0.49855,0.50352
4.975,0.49856,0.50351,0.49856,0.50351
4.976,0.49856,0.50351,0.49856,0.50351
4.977,0.49856,0.5035,0.49856,0.5035
4.978,0.49856,0.5035,0.49856,0.5035
4.979,0.49856,0.50349,0.49856,0.50349
4.98,0.49856,0.50349,0.49856,0.50349
4.981,0.49857,0.50348,0.49857,0.50348
4.982,0.49857,0.50348,0.49857,0.50348
4.983,0.49857,0.50347,0.49857,0.50347
4.984,0.49857,0.50347,0.49857,0.50347
4.985,0.49857,0.50346,0.49857,0.50346
4.986,0.49858,0.50346,0.49858,0.50346
4.987,0.49858,0.50345,0.49858,0.50345
4.988,0.49858,0.50345,0.49858,0.50345
4.989,0.49858,0.50344,0.49858,0.50344
4.99,0.49858,0.50344,0.49858,0.50344
4.991,0.49858,0.50344,0.49858,0.50344
4.992,0.49859,0.50343,0.49859,0.50343
4.993,0.49859,0.50343,0.49859,0.50343
4.994,0.49859,0.50342,0.49859,0.50342
4.995,0.49859,0.50342,0.49859,0.50342
4.996,0.49859,0.50341,0.49859,0.50341
4.997,0.4986,0.50341,0.4986,0.50341
4.998,0.4986,0.5034,0.4986,0.5034
4.999,0.4986,0.5034,0.4986,0.5034
5,0.4986,0.50339,0.4986,0.50339
5.001,0.4986,0.50339,0.4986,0.50339
5.002,0.4986,0.50338,0.4986,0.50338
5.003,0.49861,0.50338,0.49861,0.50338
5.004,0.49861,0.50337,0.49861,0.50337
5.005,0.49861,0.50337,0.49861,0.50337
5.006,0.49861,0.50336,0.49861,0.50336
5.007,0.49861,0.50336,0.49861,0.50336
5.008,0.49861,0.50335,0.49861,0.50335
5.009,0.49862,0.50335,0.49862,0.50335
5.01,0.49862,0.50334,0.49862,0.50334
5.011,0.49862,0.50334,0.49862,0.50334
5.012,0.49862,0.50334,0.49862,0.50334
5.013,0.49862,0.50333,0.49862,0.50333
5.014,0.49862,0.50333,0.49862,0.50333
5.015,0.49863,0.50332,0.49863,0.50332
5.016,0.49863,0.50332,0.49863,0.50332
5.017,0.49863,0.50331,0.49863,0.50331
5.018,0.49863,0.50331,0.49863,0.50331
5.019,0.49863,0.5033,0.49863,0.5033
5.02,0.49863,0.5033,0.49863,0.5033
5.021,0.49864,0.50329,0.49864,0.50329
5.022,0.49864,0.50329,0.49864,0.50329
5.023,0.49864,0.50328,0.49864,0.50328
5.024,0.49864,0.50328,0.49864,0.50328
5.025,0.49864,0.50327,0.49864,0.50327
5.026,0.49864,0.50327,0.49864,0.50327
5.027,0.49865,0.50327,0.49865,0.50327
5.028,0.49865,0.50326,0.49865,0.50326
5.029,0.49865,0.50326,0.49865,0.50326
5.03,0.49865,0.50325,0.49865,0.50325
5.031,0.49865,0.50325,0.49865,0.50325
5.032,0.49865,0.50324,0.49865,0.50324
5.033,0.49866,0.50324,0.49866,0.50324
5.034,0.49866,0.50323,0.49866,0.50323
5.035,0.49866,0.50323,0.49866,0.50323
5.036,0.49866,0.50322,0.49866,0.50322
5.037,0.49866,0.50322,0.49866,0.50322
5.038,0.49866,0.50322,0.49866,0.50322
5.039,0.49867,0.50321,0.49867,0.50321
5.04,0.49867,0.50321,0.49867,0.50321
5.041,0.49867,0.5032,0.49867,0.5032
5.042,0.49867,0.5032,0.49867,0.5032
5.043,0.49867,0.50319,0.49867,0.50319
5.044,0.49867,0.50319,0.49867,0.50319
5.045,0.49867,0.50318,0.49867,0.50318
5.046,0.49868,0.50318,0.49868,0.50318
5.047,0.49868,0.50318,0.49868,0.50318
5.048,0.49868,0.50317,0.49868,0.50317
5.049,0.49868,0.50317,0.49868,0.50317
5.05,0.49868,0.50316,0.49868,0.50316
5.051,0.49868,0.50316,0.49868,0.50316
5.052,0.49869,0.50315,0.49869,0.50315
5.053,0.49869,0.50315,0.49869,0.50315
5.054,0.49869,0.50314,0.49869,0.50314
5.055,0.49869,0.50314,0.49869,0.50314
5.056,0.49869,0.50314,0.49869,0.50314
5.057,0.49869,0.50313,0.49869,0.50313
5.058,0.4987,0.50313,0.4987,0.50313
5.059,0.4987,0.50312,0.4987,0.50312
5.06,0.4987,0.50312,0.4987,0.50312
5.061,0.4987,0.50311,0.4987,0.50311
5.062,0.4987,0.50311,0.4987,0.50311
5.063,0.4987,0.5031,0.4987,0.5031
5.064,0.4987,0.5031,0.4987,0.5031
5.065,0.49871,0.5031,0.49871,0.5031
5.066,0.49871,0.50309,0.49871,0.50309
5.067,0.49871,0.50309,0.49871,0.50309
5.068,0.49871,0.50308,0.49871,0.50308
5.069,0.49871,0.50308,0.49871,0.50308
5.07,0.49871,0.50307,0.49871,0.50307
5.071,0.49871,0.50307,0.49871,0.50307
5.072,0.49872,0.50307,0.49872,0.50307
5.073,0.49872,0.50306,0.49872,0.50306
5.074,0.49872,0.50306,0.49872,0.50306
5.075,0.49872,0.50305,0.49872,0.50305
5.076,0.49872,0.50305,0.49872,0.50305
5.077,0.49872,0.50304,0.49872,0.50304
5.078,0.49873,0.50304,0.49873,0.50304
5.079,0.49873,0.50304,0.49873,0.50304
5.08,0.49873,0.50303,0.49873,0.50303
5.081,0.49873,0.50303,0.49873,0.50303
5.082,0.49873,0.50302,0.49873,0.50302
5.083,0.49873,0.50302,0.49873,0.50302
5.084,0.49873,0.50301,0.49873,0.50301
5.085,0.49874,0.50301,0.49874,0.50301
5.086,0.49874,0.50301,0.49874,0.50301
5.087,0.49874,0.503,0.49874,0.503
5.088,0.49874,0.503,0.49874,0.503
5.089,0.49874,0.50299,0.49874,0.50299
5.09,0.49874,0.50299,0.49874,0.50299
5.091,0.49874,0.50298,0.49874,0.50298
5.092,0.49875,0.50298,0.49875,0.50298
5.093,0.49875,0.50298,0.49875,0.50298
5.094,0.49875,0.50297,0.49875,0.50297
5.095,0.49875,0.50297,0.49875,0.50297
5.096,0.49875,0.50296,0.49875,0.50296
5.097,0.49875,0.50296,0.49875,0.50296
5.098,0.49875,0.50296,0.49875,0.50296
5.099,0.49876,0.50295,0.49876,0.50295
5.1,0.49876,0.50295,0.49876,0.50295
5.101,0.49876,0.50294,0.49876,0.50294
5.102,0.49876,0.50294,0.49876,0.50294
5.103,0.49876,0.50293,0.49876,0.50293
5.104,0.49876,0.50293,0.49876,0.50293
5.105,0.49876,0.50293,0.49876,0.50293
5.106,0.49877,0.50292,0.49877,0.50292
5.107,0.49877,0.50292,0.49877,0.50292
5.108,0.49877,0.50291,0.49877,0.50291
5.109,0.49877,0.50291,0.49877,0.50291
5.11,0.49877,0.50291,0.49877,0.50291
5.111,0.49877,0.5029,0.49877,0.5029
5.112,0.49877,0.5029,0.49877,0.5029
5.113,0.49878,0.50289,0.49878,0.50289
5.114,0.49878,0.50289,0.49878,0.50289
5.115,0.49878,0.50289,0.49878,0.50289
5.116,0.49878,0.50288,0.49878,0.50288
5.117,0.49878,0.50288,0.49878,0.50288
5.118,0.49878,0.50287,0.49878,0.50287
5.119,0.49878,0.50287,0.49878,0.50287
5.12,0.49878,0.50286,0.49878,0.50286
5.121,0.49879,0.50286,0.49879,0.50286
5.122,0.49879,0.50286,0.49879,0.50286
5.123,0.49879,0.50285,0.49879,0.50285
5.124,0.49879,0.50285,0.49879,0.50285
5.125,0.49879,0.50284,0.49879,0.50284
5.126,0.49879,0.50284,0.49879,0.50284
5.127,0.49879,0.50284,0.49879,0.50284
5.128,0.4988,0.50283,0.4988,0.50283
5.129,0.4988,0.50283,0.4988,0.50283
5.13,0.4988,0.50282,0.4988,0.50282
5.131,0.4988,0.50282,0.4988,0.50282
5.132,0.4988,0.50282,0.4988,0.50282
5.133,0.4988,0.50281,0.4988,0.50281
5.134,0.4988,0.50281,0.4988,0.50281
5.135,0.49881,0.5028,0.49881,0.5028
5.136,0.49881,0.5028,0.49881,0.5028
5.137,0.49881,0.5028,0.49881,0.5028
5.138,0.49881,0.50279,0.49881,0.50279
5.139,0.49881,0.50279,0.49881,0.50279
5.14,0.49881,0.50279,0.49881,0.50279
5.141,0.49881,0.50278,0.49881,0.50278
5.142,0.49881,0.50278,0.49881,0.50278
5.143,0.49882,0.50277,0.49882,0.50277
5.144,0.49882,0.50277,0.49882,0.50277
5.145,0.49882,0.50277,0.49882,0.50277
5.146,0.49882,0.50276,0.49882,0.50276
5.147,0.49882,0.50276,0.49882,0.50276
5.148,0.49882,0.50275,0.49882,0.50275
5.149,0.49882,0.50275,0.49882,0.50275
5.15,0.49882,0.50275,0.49882,0.50275
5.151,0.49883,0.50274,0.49883,0.50274
5.152,0.49883,0.50274,0.49883,0.50274
5.153,0.49883,0.50273,0.49883,0.50273
5.154,0.49883,0.50273,0.49883,0.50273
5.155,0.49883,0.50273,0.49883,0.50273
5.156,0.49883,0.50272,0.49883,0.50272
5.157,0.49883,0.50272,0.49883,0.50272
5.158,0.49883,0.50271,0.49883,0.50271
5.159,0.49884,0.50271,0.49884,0.50271
5.16,0.49884,0.50271,0.49884,0.50271
5.161,0.49884,0.5027,0.49884,0.5027
5.162,0.49884,0.5027,0.49884,0.5027
5.163,0.49884,0.5027,0.49884,0.5027
5.164,0.49884,0.50269,0.49884,0.50269
5.165,0.49884,0.50269,0.49884,0.50269
5.166,0.49885,0.50268,0.49885,0.50268
5.167,0.49885,0.50268,0.49885,0.50268
5.168,0.49885,0.50268,0.49885,0.50268
5.169,0.49885,0.50267,0.49885,0.50267
5.17,0.49885,0.50267,0.49885,0.50267
5.171,0.49885,0.50267,0.49885,0.50267
5.172,0.49885,0.50266,0.49885,0.50266
5.173,0.49885,0.50266,0.49885,0.50266
5.174,0.49886,0.50265,0.49886,0.50265
5.175,0.49886,0.50265,0.49886,0.50265
5.176,0.49886,0.50265,0.49886,0.50265
5.177,0.49886,0.50264,0.49886,0.50264
5.178,0.49886,0.50264,0.49886,0.50264
5.179,0.49886,0.50264,0.49886,0.50264
5.18,0.49886,0.50263,0.49886,0.50263
5.181,0.49886,0.50263,0.49886,0.50263
5.182,0.49886,0.50262,0.49886,0.50262
5.183,0.49887,0.50262,0.49887,0.50262
5.184,0.49887,0.50262,0.49887,0.50262
5.185,0.49887,0.50261,0.49887,0.50261
5.186,0.49887,0.50261,0.49887,0.50261
5.187,0.49887,0.50261,0.49887,0.50261
5.188,0.49887,0.5026,0.49887,0.5026
5.189,0.49887,0.5026,0.49887,0.5026
5.19,0.49887,0.50259,0.49887,0.50259
5.191,0.49888,0.50259,0.49888,0.50259
5.192,0.49888,0.50259,0.49888,0.50259
5.193,0.49888,0.50258,0.49888,0.50258
5.194,0.49888,0.50258,0.49888,0.50258
5.195,0.49888,0.50258,0.49888,0.50258
5.196,0.49888,0.50257,0.49888,0.50257
5.197,0.49888,0.50257,0.49888,0.50257
5.198,0.49888,0.50256,0.49888,0.50256
5.199,0.49889,0.50256,0.49889,0.50256
5.2,0.49889,0.50256,0.49889,0.50256
5.201,0.49889,0.50255,0.49889,0.50255
5.202,0.49889,0.50255,0.49889,0.50255
5.203,0.49889,0.50255,0.49889,0.50255
5.204,0.49889,0.50254,0.49889,0.50254
5.205,0.49889,0.50254,0.49889,0.50254
5.206,0.49889,0.50254,0.49889,0.50254
5.207,0.49889,0.50253,0.49889,0.50253
5.208,0.4989,0.50253,0.4989,0.50253
5.209,0.4989,0.50252,0.4989,0.50252
5.21,0.4989,0.50252,0.4989,0.50252
5.211,0.4989,0.50252,0.4989,0.50252
5.212,0.4989,0.50251,0.4989,0.50251
5.213,0.4989,0.50251,0.4989,0.50251
5.214,0.4989,0.50251,0.4989,0.50251
5.215,0.4989,0.5025,0.4989,0.5025
5.216,0.49891,0.5025,0.49891,0.5025
5.217,0.49891,0.5025,0.49891,0.5025
5.218,0.49891,0.50249,0.49891,0.50249
5.219,0.49891,0.50249,0.49891,0.50249
5.22,0.49891,0.50249,0.49891,0.50249
5.221,0.49891,0.50248,0.49891,0.50248
5.222,0.49891,0.50248,0.49891,0.50248
5.223,0.49891,0.50247,0.49891,0.50247
5.224,0.49891,0.50247,0.49891,0.50247
5.225,0.49892,0.50247,0.49892,0.50247
5.226,0.49892,0.50246,0.49892,0.50246
5.227,0.49892,0.50246,0.49892,0.50246
5.228,0.49892,0.50246,0.49892,0.50246
5.229,0.49892,0.50245,0.49892,0.50245
5.23,0.49892,0.50245,0.49892,0.50245
5.231,0.49892,0.50245,0.49892,0.50245
5.232,0.49892,0.50244,0.49892,0.50244
5.233,0.49892,0.50244,0.49892,0.50244
5.234,0.49893,0.50244,0.49893,0.50244
5.235,0.49893,0.50243,0.49893,0.50243
5.236,0.49893,0.50243,0.49893,0.50243
5.237,0.49893,0.50243,0.49893,0.50243
5.238,0.49893,0.50242,0.49893,0.50242
5.239,0.49893,0.50242,0.49893,0.50242
5.24,0.49893,0.50241,0.49893,0.50241
5.241,0.49893,0.50241,0.49893,0.50241
5.242,0.49893,0.50241,0.49893,0.50241
5.243,0.49894,0.5024,0.49894,0.5024
5.244,0.49894,0.5024,0.49894,0.5024
5.245,0.49894,0.5024,0.49894,0.5024
5.246,0.49894,0.50239,0.49894,0.50239
5.247,0.49894,0.50239,0.49894,0.50239
5.248,0.49894,0.50239,0.49894,0.50239
5.249,0.49894,0.50238,0.49894,0.50238
5.25,0.49894,0.50238,0.49894,0.50238
5.251,0.49894,0.50238,0.49894,0.50238
5.252,0.49895,0.50237,0.49895,0.50237
5.253,0.49895,0.50237,0.49895,0.50237
5.254,0.49895,0.50237,0.49895,0.50237
5.255,0.49895,0.50236,0.49895,0.50236
5.256,0.49895,0.50236,0.49895,0.50236
5.257,0.49895,0.50236,0.49895,0.50236
5.258,0.49895,0.50235,0.49895,0.50235
5.259,0.49895,0.50235,0.49895,0.50235
5.26,0.49895,0.50235,0.49895,0.50235
5.261,0.49896,0.50234,0.49896,0.50234
5.262,0.49896,0.50234,0.49896,0.50234
5.263,0.49896,0.50234,0.49896,0.50234
5.264,0.49896,0.50233,0.49896,0.50233
5.265,0.49896,0.50233,0.49896,0.50233
5.266,0.49896,0.50233,0.49896,0.50233
5.267,0.49896,0.50232,0.49896,0.50232
5.268,0.49896,0.50232,0.49896,0.50232
5.269,0.49896,0.50232,0.49896,0.50232
5.27,0.49897,0.50231,0.49897,0.50231
5.271,0.49897,0.50231,0.49897,0.50231
5.272,0.49897,0.50231,0.49897,0.50231
